Pubmed,miR_Name,miRBase_name,miR_ID,Drug,CID,Material_1,Material_2,Material_3,Material_4,Condition,Experiment,Level,Effect,Target,Regulation,Year,Reference,Support
24303078,miR-323,hsa-mir-323a,MI0000807,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-338,hsa-mir-338,MI0000814,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-3681,hsa-mir-3681,MI0016082,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-3681*,hsa-mir-3681,MI0016082,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-369,hsa-mir-369,MI0000777,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-375,hsa-mir-375,MI0000783,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-376a,hsa-mir-376a-1,MI0000784,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-376b,hsa-mir-376b,MI0002466,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-376c,hsa-mir-376c,MI0000776,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-377,hsa-mir-377,MI0000785,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-379,hsa-mir-379,MI0000787,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-380,hsa-mir-380,MI0000788,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-381,hsa-mir-381,MI0000789,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,leukemia,in vitro,Low,Sensitive,MDR1,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"These miRs are located within a miR cluster located at chromosome region 14q32.31, and all miRs in this cluster appear to be down-regulated in K562/ADM cells."
24303078,miR-383*,hsa-mir-383,MI0000791,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-409,hsa-mir-409,MI0001735,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-410,hsa-mir-410,MI0002465,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-411,hsa-mir-411,MI0003675,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-485,hsa-mir-485,MI0002469,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-487b,hsa-mir-487b,MI0003530,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-488,hsa-mir-488,MI0003123,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-489,hsa-mir-489,MI0003124,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-494,hsa-mir-494,MI0003134,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24303078,miR-495,hsa-mir-495,MI0003135,Doxorubicin (Adriamycin),31703,-,MCF-7 vs MCF-7/ADR,-,-,leukemia,in vitro,Low,Sensitive,MDR1,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"These miRs are located within a miR cluster located at chromosome region 14q32.31, and all miRs in this cluster appear to be down-regulated in K562/ADM cells."
24303078,miR-508,hsa-mir-508,MI0003195,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-509,hsa-mir-509-1,MI0003196,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-514,hsa-mir-514a-1,MI0003198,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-584,hsa-mir-584,MI0003591,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Resistant,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,"In addition, up-regulated miRs with fold-changes > 10 are listed in Table S5"
24303078,miR-889,hsa-mir-889,MI0005540,Doxorubicin (Adriamycin),31703,-,K562 vs K562/ADR,-,-,chronic  myelogenous  leukemia,in vitro,High,Sensitive,-,-,2013,Changes in the expression of miR-381 and miR-495 are inversely associated with the expression of the MDR1 gene and development of multi-drug resistance.,miRs with >50-fold reduction in expression in K563/ADM cells
24304648,miR-122,hsa-mir-122,MI0000442,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-122,hsa-mir-122,MI0000442,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-130,-,-,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-130,-,-,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-145,hsa-mir-145,MI0000461,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-145,hsa-mir-145,MI0000461,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-185,hsa-mir-185,MI0000482,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-185,hsa-mir-185,MI0000482,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-191,hsa-mir-191,MI0000465,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-191,hsa-mir-191,MI0000465,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-20a,hsa-mir-20a,MI0000076,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-20a,hsa-mir-20a,MI0000076,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-21,hsa-mir-21,MI0000077,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-21,hsa-mir-21,MI0000077,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-216,hsa-mir-216a,MI0000292,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-216,hsa-mir-216a,MI0000292,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-24,hsa-mir-24-1,MI0000080,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-24,hsa-mir-24-1,MI0000080,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-25,hsa-mir-25,MI0000082,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-25,hsa-mir-25,MI0000082,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-372,hsa-mir-372,MI0000780,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-372,hsa-mir-372,MI0000780,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-483,hsa-mir-483,MI0002467,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-483,hsa-mir-483,MI0002467,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-618,hsa-mir-618,MI0003632,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-618,hsa-mir-618,MI0003632,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-92a,hsa-mir-92a-1,MI0000093,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-92a,hsa-mir-92a-1,MI0000093,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-99a,hsa-mir-99a,MI0000101,5-Fluorouracil,3385,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24304648,miR-99a,hsa-mir-99a,MI0000101,Oxaliplatin,5310940,-,-,-,Patientss,colorectal cancer,in vivo,High,Resistant,-,-,2014,Circulating microRNA expressions in colorectal cancer as predictors of response to chemotherapy,"Individual miRNA was considered to be differentially expressed only if there was a larger than two-fold change in its expression level between the responders and nonresponders to chemotherapy. On the basis of these criteria, 14 miRNAs were found to be differentially expressed between the two groups, analysed by qRT-PCR for individuals of the 20 pool samples, as shown in Supplementary Table 1"
24314246,miR-146a,hsa-mir-146a,MI0000477,Carboplatin,38904,-,Huh-7 vs Huh-7/CBP,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-146a,hsa-mir-146a,MI0000477,Doxorubicin (Adriamycin),31703,-,Huh-7 vs Huh-7/ADR,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-146a,hsa-mir-146a,MI0000477,Mitomycin C,5746,-,Huh-7 vs Huh-7/MMC,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-146b,hsa-mir-146b,MI0003129,Carboplatin,38904,-,Huh-7 vs Huh-7/CBP,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-146b,hsa-mir-146b,MI0003129,Doxorubicin (Adriamycin),31703,-,Huh-7 vs Huh-7/ADR,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-146b,hsa-mir-146b,MI0003129,Mitomycin C,5746,-,Huh-7 vs Huh-7/MMC,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-15a,hsa-mir-15a,MI0000069,Carboplatin,38904,-,Huh-7 vs Huh-7/CBP,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
24314246,miR-15a,hsa-mir-15a,MI0000069,Doxorubicin (Adriamycin),31703,-,Huh-7 vs Huh-7/ADR,-,-,hepatocellular cancer,in vitro,High,Resistant,-,-,2013,Morphology and microRNA expression profiles of drug-resistant cells in hepatocellular carcinoma,"MiRNA microarray was used to analyze the differential miRNA expression profiles in these cells (Huh-7, Huh-7/ADM, Huh-7/CBP. Huh-7/MMC) followed by real time quantitative PCR validation."
